text,url,source_url,concatenated
Super Robot Wars: Original Generation,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SuperRobotWarsOriginalGeneration,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/VideoGames,'Super Robot Wars: Original Generation':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SuperRobotWarsOriginalGeneration'
Supergirl,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Supergirl,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/FanWorks,'Supergirl':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Supergirl'
Supergirl,https://tvtropes.org/pmwiki/pmwiki.php/Series/Supergirl2015,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/LiveActionTV,'Supergirl':'https://tvtropes.org/pmwiki/pmwiki.php/Series/Supergirl2015'
Superman & Lois,https://tvtropes.org/pmwiki/pmwiki.php/Series/SupermanAndLois,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/LiveActionTV,'Superman & Lois':'https://tvtropes.org/pmwiki/pmwiki.php/Series/SupermanAndLois'
Supernatural,https://tvtropes.org/pmwiki/pmwiki.php/Series/Supernatural,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/FanWorks,'Supernatural':'https://tvtropes.org/pmwiki/pmwiki.php/Series/Supernatural'
Swan Lake,https://tvtropes.org/pmwiki/pmwiki.php/Theatre/SwanLake,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/LiveActionFilms,'Swan Lake':'https://tvtropes.org/pmwiki/pmwiki.php/Theatre/SwanLake'
Sweet/Vicious,https://tvtropes.org/pmwiki/pmwiki.php/Series/SweetVicious,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/LiveActionTV,'Sweet/Vicious':'https://tvtropes.org/pmwiki/pmwiki.php/Series/SweetVicious'
Sword Art Online,https://tvtropes.org/pmwiki/pmwiki.php/Literature/SwordArtOnline,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/AnimeAndManga,'Sword Art Online':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/SwordArtOnline'
Sword of Paladin,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SwordOfPaladin,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/VideoGames,'Sword of Paladin':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/SwordOfPaladin'
T.U.F.F. Puppy,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TUFFPuppy,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/WesternAnimation,'T.U.F.F. Puppy':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TUFFPuppy'
Tales of Symphonia,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TalesOfSymphonia,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/VideoGames,'Tales of Symphonia':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TalesOfSymphonia'
Tales of the Abyss,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TalesOfTheAbyss,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/VideoGames,'Tales of the Abyss':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TalesOfTheAbyss'
Tales Series,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TalesSeries,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/VideoGames,'Tales Series':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/TalesSeries'
Teen Titans (2003),https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TeenTitans2003,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/WesternAnimation,'Teen Titans (2003)':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TeenTitans2003'
Tengen Toppa Gurren Lagann,https://tvtropes.org/pmwiki/pmwiki.php/Anime/TengenToppaGurrenLagann,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/AnimeAndManga,'Tengen Toppa Gurren Lagann':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/TengenToppaGurrenLagann'
Terminator: The Sarah Connor Chronicles,https://tvtropes.org/pmwiki/pmwiki.php/Series/TerminatorTheSarahConnorChronicles,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/LiveActionTV,'Terminator: The Sarah Connor Chronicles':'https://tvtropes.org/pmwiki/pmwiki.php/Series/TerminatorTheSarahConnorChronicles'
The Amazing Spider-Man 2,https://tvtropes.org/pmwiki/pmwiki.php/Film/TheAmazingSpiderMan2,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/LiveActionFilms,'The Amazing Spider-Man 2':'https://tvtropes.org/pmwiki/pmwiki.php/Film/TheAmazingSpiderMan2'
The Batman (2022),https://tvtropes.org/pmwiki/pmwiki.php/Film/TheBatman2022,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/LiveActionFilms,'The Batman (2022)':'https://tvtropes.org/pmwiki/pmwiki.php/Film/TheBatman2022'
The Beano,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/TheBeano,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/ComicBooks,'The Beano':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/TheBeano'
The Black Cauldron,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TheBlackCauldron,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/FanWorks,'The Black Cauldron':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TheBlackCauldron'
The Black Ice,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheBlackIce,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/Literature,'The Black Ice':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheBlackIce'
The Blade of the Flame,https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheBladeOfTheFlame,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/Literature,'The Blade of the Flame':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheBladeOfTheFlame'
The Book of Life,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TheBookOfLife,https://tvtropes.org/pmwiki/pmwiki.php/EvilCounterpart/AnimatedFilms,'The Book of Life':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TheBookOfLife'
