text,url,source_url,concatenated
Goosebumps,https://tvtropes.org/pmwiki/pmwiki.php/Literature/Goosebumps,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/Literature,'Goosebumps':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/Goosebumps'
Great Mazinger,https://tvtropes.org/pmwiki/pmwiki.php/Anime/GreatMazinger,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/AnimeAndManga,'Great Mazinger':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/GreatMazinger'
Great Ship,https://tvtropes.org/pmwiki/pmwiki.php/Literature/GreatShip,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/Literature,'Great Ship':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/GreatShip'
GreedFall,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GreedFall,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/VideoGames,'GreedFall':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GreedFall'
Green Arrow,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/GreenArrow,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/TheDCU,'Green Arrow':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/GreenArrow'
Guardians of the Galaxy Vol. 2,https://tvtropes.org/pmwiki/pmwiki.php/Film/GuardiansOfTheGalaxyVol2,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/Film,'Guardians of the Galaxy Vol. 2':'https://tvtropes.org/pmwiki/pmwiki.php/Film/GuardiansOfTheGalaxyVol2'
Guild Wars,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GuildWars,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/VideoGames,'Guild Wars':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/GuildWars'
Guilded Age,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/GuildedAge,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/Webcomics,'Guilded Age':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/GuildedAge'
Gundam 00 Awakening Of The Trailblazer,https://tvtropes.org/pmwiki/pmwiki.php/Anime/Gundam00AwakeningOfTheTrailblazer,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/AnimeAndManga,'Gundam 00 Awakening Of The Trailblazer':'https://tvtropes.org/pmwiki/pmwiki.php/Anime/Gundam00AwakeningOfTheTrailblazer'
GURPS,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/GURPS,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/TabletopGames,'GURPS':'https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/GURPS'
GURPS Fantasy,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/GURPSFantasy,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/TabletopGames,'GURPS Fantasy':'https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/GURPSFantasy'
Guyver,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Guyver,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/AnimeAndManga,'Guyver':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/Guyver'
Gyo,https://tvtropes.org/pmwiki/pmwiki.php/Manga/Gyo,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/AnimeAndManga,'Gyo':'https://tvtropes.org/pmwiki/pmwiki.php/Manga/Gyo'
Gyossait,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Gyossait,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/VideoGames,'Gyossait':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Gyossait'
H₂O: Just Add Water,https://tvtropes.org/pmwiki/pmwiki.php/Series/H2OJustAddWater,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/LiveActionTV,'H₂O: Just Add Water':'https://tvtropes.org/pmwiki/pmwiki.php/Series/H2OJustAddWater'
Half World,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HalfWorld,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/Literature,'Half World':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/HalfWorld'
Half-Life,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HalfLife,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/VideoGames,'Half-Life':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HalfLife'
Half-Life 2,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HalfLife2,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/VideoGames,'Half-Life 2':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HalfLife2'
Hallow Mass,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HallowMass,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/Literature,'Hallow Mass':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/HallowMass'
Halo 3,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Halo3,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/VideoGames,'Halo 3':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/Halo3'
Hank Hill,https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/KingOfTheHill,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/Film,'Hank Hill':'https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/KingOfTheHill'
Hannibal,https://tvtropes.org/pmwiki/pmwiki.php/Series/Hannibal,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/LiveActionTV,'Hannibal':'https://tvtropes.org/pmwiki/pmwiki.php/Series/Hannibal'
Happy Tree Friends,https://tvtropes.org/pmwiki/pmwiki.php/WebAnimation/HappyTreeFriends,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/Film,'Happy Tree Friends':'https://tvtropes.org/pmwiki/pmwiki.php/WebAnimation/HappyTreeFriends'
